epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,401.563,0.23341,0.9965,1,0.01125,0.000553444,0.000553444,0.000553444
